Unique ID,Longitude (X),Latitude (Y),Match,State_Code,County_Code,Tract_Code,Block_Code,GEOID,state,county,cbsa,poverty_rate,mfi,state_mfi,cbsa_mfi,area_mfi,mfi_ratio,eligible_lic,rural_status,DC_Status,DC_Confidence,GEO_fixed,both
soluna-project-annie-paris-tx,-95.5555,33.6609,Match,48,277,800,3004,48277000800,Texas,Lamar County,NA,40.186916,31908,94599,NA,94599,0.33729744,1,1,proposed,reported,48277000800,1
soluna-project-fei-childress-tx,-100.2013,34.4262,Match,48,75,950200,1047,48075950200,Texas,Childress County,NA,15.362319,67865,94599,NA,94599,0.71739662,0,1,proposed,reported,48075950200,0
tierpoint-sioux-falls-west-sd,-96.8091949,43.6069708,Match,46,99,10405,3007,46099010405,South Dakota,Minnehaha County,"Sioux Falls, SD-MN",10.139379,100429,96562,106578,106578,0.94230515,0,0,operational,reported,46099010405,0
meta-huntsville-al,-86.647,34.726,Match,1,89,1404,3026,1089001404,Alabama,Madison County,"Huntsville, AL",12.714078,89123,83032,109450,109450,0.81428051,0,0,operational,confirmed,01089001404,0
coresite-de3-denver-co,-104.9903,39.7392,Match,8,31,2000,1009,8031002000,Colorado,Denver County,"Denver-Aurora-Centennial, CO",10.902256,213856,119139,132002,132002,1.6200967,0,0,under_construction,confirmed,08031002000,0
cyrusone-nva1-nva2-nva3-sterling-va,-77.4144697,39.0259023,Match,51,107,611501,3001,51107611501,Virginia,Loudoun County,"Washington-Arlington-Alexandria, DC-VA-MD-WV",2.6223304,100475,115213,154653,154653,0.64968026,1,0,operational,reported,51107611501,0
hyperscale-data-dowagiac-mi,-86.109,41.984,Match,26,27,1901,1036,26027001901,Michigan,Cass County,"South Bend-Mishawaka, IN-MI",22.129726,80682,93357,87126,87126,0.92603815,1,1,under_construction,confirmed,26027001901,1
revolve-labs-moose-lake-mn,-92.761976,46.4543725,Match,27,17,70501,1053,27017070501,Minnesota,Carlton County,"Duluth, MN-WI",36.201782,92768,113993,97130,97130,0.95509112,1,1,cancelled,reported,27017070501,1
ln-compute-cuthbert-ga,-84.79361,31.77083,Match,13,243,790200,5043,13243790200,Georgia,Randolph County,NA,30.17845,39620,93754,NA,93754,0.42259529,1,1,operational,reported,13243790200,1
google-red-oak-tx,-96.8011,32.5163,Match,48,139,60207,2010,48139060207,Texas,Ellis County,"Dallas-Fort Worth-Arlington, TX",6.681191,112830,94599,108711,108711,1.0378895,0,0,operational,confirmed,48139060207,0
flexential-kaufman-county-talty-tx,-96.3378,32.689,Match,48,257,50701,1035,48257050701,Texas,Kaufman County,"Dallas-Fort Worth-Arlington, TX",8.6857376,121731,94599,108711,108711,1.1197671,0,1,proposed,reported,48257050701,0
geronimo-nobles-county-powered-data-park-mn,-95.6,43.62,Match,27,105,105500,3023,27105105500,Minnesota,Nobles County,NA,11.518152,76602,113993,NA,113993,0.67198861,1,1,proposed,reported,27105105500,1
invitium-energy-carroll-township-perry-county-pa,-77.17,40.32,Match,42,99,30501,3028,42099030501,Pennsylvania,Perry County,"Harrisburg-Carlisle, PA",13.891496,95563,100262,102964,102964,0.92812049,0,1,proposed,reported,42099030501,0
edged-dallas-irving-tx,-96.9169508,32.8211516,Match,48,113,20100,1058,48113020100,Texas,Dallas County,"Dallas-Fort Worth-Arlington, TX",18.798151,74028,94599,108711,108711,0.68096143,1,0,operational,reported,48113020100,0
rowan-temple-tx,-97.3428,31.0982,Match,48,27,20701,1028,48027020701,Texas,Bell County,"Killeen-Temple, TX",37.635185,31214,94599,81686,81686,0.38212177,1,0,under_construction,confirmed,48027020701,0
voonami-orem-ut,-111.69443,40.29816,Match,49,49,901,2013,49049000901,Utah,Utah County,"Provo-Orem-Lehi, UT",11.70778,73952,109675,110937,110937,0.66661257,1,0,operational,reported,49049000901,0
expedient-cmh2-dublin-oh,-83.1539198,40.0907697,Match,39,49,6239,2004,39049006239,Ohio,Franklin County,"Columbus, OH",7.5740943,109035,92749,104588,104588,1.0425192,0,0,operational,confirmed,39049006239,0
cyrusone-cin2-cincinnati-oh,-84.5179229,39.1027886,Match,39,61,700,3044,39061000700,Ohio,Hamilton County,"Cincinnati, OH-KY-IN",6.5982904,130469,92749,104379,104379,1.2499545,0,0,operational,confirmed,39061000700,0
qts-irving-1-tx,-96.9826475,32.897247900000004,Match,48,113,14159,2024,48113014159,Texas,Dallas County,"Dallas-Fort Worth-Arlington, TX",0.18552876,231472,94599,108711,108711,2.1292417,0,0,operational,reported,48113014159,0
dominion-chesterfield-energy-reliability-center-va,-77.38444091694713,37.38189170453291,Match,51,41,100403,3015,51041100403,Virginia,Chesterfield County,"Richmond, VA",2.0841961,128984,115213,110863,110863,1.1634539,0,0,permitted,confirmed,51041100403,0
global-ai-windsor-co,-104.909,40.4653149,Match,8,123,2206,2029,8123002206,Colorado,Weld County,"Greeley, CO",10.055683,105845,119139,112953,112953,0.93707114,0,0,under_construction,confirmed,08123002206,0
servpac-mtp2-mililani-hi,-158.017,21.448,Match,15,3,8906,2003,15003008906,Hawaii,Honolulu County,"Urban Honolulu, HI",0.82580644,126413,118909,125683,125683,1.0058082,0,1,proposed,confirmed,15003008906,0
metrobloks-mia-a1-miami-fl,-80.41,25.79,Match,12,86,14100,1010,12086014100,Florida,Miami-Dade County,"Miami-Fort Lauderdale-West Palm Beach, FL",34.782608,NA,89891,89212,89212,NA,1,0,proposed,confirmed,12086014100,0
rack59-oklahoma-city-ok,-97.5164,35.4676,Match,40,109,980007,1008,40109980007,Oklahoma,Oklahoma County,"Oklahoma City, OK",28.117359,165278,82385,90681,90681,1.822631,0,0,operational,confirmed,40109980007,0
agriforce-west-point-columbiana-oh,-80.702,40.662,Match,39,29,951300,2020,39029951300,Ohio,Columbiana County,NA,15.368098,75354,92749,NA,92749,0.81245083,0,1,operational,reported,39029951300,0
aligned-ord-01-il,-87.9175163,41.9140034,Match,17,31,811800,2009,17031811800,Illinois,Cook County,"Chicago-Naperville-Elgin, IL-IN",6.7065196,105575,106018,113207,113207,0.93258369,0,0,operational,reported,17031811800,0
switch-atlanta-the-keep-ga,-84.5872685,33.7550251,Match,13,97,80105,1034,13097080105,Georgia,Douglas County,"Atlanta-Sandy Springs-Roswell, GA",10.400721,144618,93754,107388,107388,1.3466868,0,0,operational,reported,13097080105,0
prologis-stem-park-zanker-road-san-jose-ca,-121.943,37.423,Match,6,85,504602,1018,6085504602,California,Santa Clara County,"San Jose-Sunnyvale-Santa Clara, CA",7.4578471,144464,113346,184762,184762,0.78189236,0,0,proposed,reported,06085504602,0
novva-apex-industrial-park-north-las-vegas-nv,-114.9278,36.3291,Match,32,3,5902,1172,32003005902,Nevada,Clark County,"Las Vegas-Henderson-North Las Vegas, NV",16.885553,112778,92663,89785,89785,1.2560896,0,0,proposed,reported,32003005902,0
tulsa-technology-exchange-tulsa-ok,-95.9903,36.1512,Match,40,143,2500,1073,40143002500,Oklahoma,Tulsa County,"Tulsa, OK",23.428375,72317,82385,88320,88320,0.81880659,1,0,operational,reported,40143002500,0
tulsaconnect-downtown-dc5-tulsa-ok,-95.9928,36.154,Match,40,143,2500,1044,40143002500,Oklahoma,Tulsa County,"Tulsa, OK",23.428375,72317,82385,88320,88320,0.81880659,1,0,operational,reported,40143002500,0
stream-data-centers-phxa-phoenix-i-vii-goodyear-campus-az,-112.3599883,33.4194907,Match,4,13,61058,2006,4013061058,Arizona,Maricopa County,"Phoenix-Mesa-Chandler, AZ",6.9172931,117325,95980,103615,103615,1.1323167,0,0,operational,reported,04013061058,0
ecp-york-2-energy-center-data-center-peach-bottom-york-pa,-76.35,39.75,Match,42,133,24001,2001,42133024001,Pennsylvania,York County,"York-Hanover, PA",4.4394541,89233,100262,102186,102186,0.87324095,0,1,proposed,reported,42133024001,0
safe-harbor-hydroelectric-lancaster-county-pa,-76.3856,39.9331,Match,42,71,13800,3054,42071013800,Pennsylvania,Lancaster County,"Lancaster, PA",6.9736843,121259,100262,104406,104406,1.161418,0,0,operational,reported,42071013800,0
cipher-mikeska-mcculloch-county-tx,-99.3349,31.1317,Match,48,307,950300,2029,48307950300,Texas,McCulloch County,NA,14.68254,82965,94599,NA,94599,0.87701774,0,1,proposed,reported,48307950300,0
radiusdc-miami-i-sweetwater-fl,-80.3839,25.7871,Match,12,86,9010,1097,12086009010,Florida,Miami-Dade County,"Miami-Fort Lauderdale-West Palm Beach, FL",4.8770547,120705,89891,89212,89212,1.353013,0,0,operational,confirmed,12086009010,0
equinix-sv1-ca,-121.7833277,37.2415975,Match,6,85,512032,3002,6085512032,California,Santa Clara County,"San Jose-Sunnyvale-Santa Clara, CA",12.269938,176667,113346,184762,184762,0.95618689,0,0,operational,reported,06085512032,0
canaan-bear-andrews-tx,-102.6042,32.2691,Match,48,3,950400,2069,48003950400,Texas,Andrews County,NA,11.656773,85625,94599,NA,94599,0.90513641,0,1,operational,confirmed,48003950400,0
fibernet-orem-ut,-111.67595,40.27619,Match,49,49,1300,5002,49049001300,Utah,Utah County,"Provo-Orem-Lehi, UT",5.0949912,78346,109675,110937,110937,0.70622063,0,0,operational,confirmed,49049001300,0
meta-montgomery-al,-86.273,32.185,Match,1,101,5903,2005,1101005903,Alabama,Montgomery County,"Montgomery, AL",13.534219,105901,83032,81959,81959,1.2921216,0,1,under_construction,confirmed,01101005903,0
cipher-black-pearl-wink-tx,-103.1607,31.751,Match,48,495,950400,1099,48495950400,Texas,Winkler County,NA,15.324046,123086,94599,NA,94599,1.3011342,0,1,under_construction,confirmed,48495950400,0
microsoft-silver-springs-lyon-county-nv,-119.22674429999999,39.373597,Match,32,19,960205,1013,32019960205,Nevada,Lyon County,"Reno, NV",20.627062,63365,92663,104602,104602,0.60577238,1,1,proposed,reported,32019960205,1
gigaland-data-centers-remington-fauquier-va,-77.78314256153212,38.56070838764574,Match,51,61,930706,3015,51061930706,Virginia,Fauquier County,"Washington-Arlington-Alexandria, DC-VA-MD-WV",10.96208,86597,115213,154653,154653,0.55994385,1,1,proposed,reported,51061930706,1
flexential-nashville-cool-springs-tn,-86.833406,35.951045,Match,47,187,50307,2047,47187050307,Tennessee,Williamson County,"Nashville-Davidson--Murfreesboro--Franklin, TN",3.1750128,115459,87314,105115,105115,1.0984066,0,0,operational,reported,47187050307,0
cleanspark-college-park-ga,-84.4277,33.6407,Match,13,63,980000,1017,13063980000,Georgia,Clayton County,"Atlanta-Sandy Springs-Roswell, GA",NA,NA,93754,107388,107388,NA,0,0,operational,confirmed,13063980000,0
aws-hobart-in,-87.263,41.517,Match,18,89,42000,4000,18089042000,Indiana,Lake County,"Chicago-Naperville-Elgin, IL-IN",7.3950796,93750,90767,113207,113207,0.82812899,0,0,under_construction,confirmed,18089042000,0
edgeconnex-mad01-madison-wi,-89.2982832,43.0481038,Match,55,25,3100,3034,55025003100,Wisconsin,Dane County,"Madison, WI",8.0101185,113958,100141,120280,120280,0.94743931,0,0,operational,confirmed,55025003100,0
stratos-box-elder-ut,-113.5,41.5,Match,49,3,960100,3429,49003960100,Utah,Box Elder County,NA,10.962633,95658,109675,NA,109675,0.87219512,0,1,proposed,reported,49003960100,0
microsoft-bristow-mnz03-va,-77.56,38.728,Match,51,153,901417,1007,51153901417,Virginia,Prince William County,"Washington-Arlington-Alexandria, DC-VA-MD-WV",1.212508,228625,115213,154653,154653,1.4783095,0,0,operational,reported,51153901417,0
coresite-bo1-boston-ma-ma,-71.0797577,42.3767059,Match,25,17,351500,4006,25017351500,Massachusetts,Middlesex County,"Boston-Cambridge-Newton, MA-NH",12.987013,101875,131675,145780,145780,0.69882703,1,0,operational,reported,25017351500,0
stargate-saline-township-mi,-83.8063,42.174,Match,26,161,425000,3017,26161425000,Michigan,Washtenaw County,"Ann Arbor, MI",2.9490616,192321,93357,126625,126625,1.5188233,0,0,under_construction,reported,26161425000,0
voltagrid-covington-power-plant-ga,-83.8602,33.5968,Match,13,217,100701,1000,13217100701,Georgia,Newton County,"Atlanta-Sandy Springs-Roswell, GA",20.113493,34302,93754,107388,107388,0.31942117,1,0,under_construction,confirmed,13217100701,0
h5-data-centers-cincinnati-gest-oh,-84.5261021,39.0981558,Match,39,61,26300,1105,39061026300,Ohio,Hamilton County,"Cincinnati, OH-KY-IN",66.747574,NA,92749,104379,104379,NA,1,0,operational,confirmed,39061026300,0
iron-mountain-den1-denver-co,-104.9695542,39.7773827,Match,8,31,3501,1036,8031003501,Colorado,Denver County,"Denver-Aurora-Centennial, CO",25.47506,70313,119139,132002,132002,0.53266615,1,0,operational,confirmed,08031003501,0
westblock-shiprock-nm,-108.6866,36.7867,Match,35,45,942802,4030,35045942802,New Mexico,San Juan County,"Farmington, NM",30.805092,42083,79556,68290,68290,0.61623955,1,1,cancelled,reported,35045942802,1
cologix-jax1-fl,-81.6624257,30.3314298,Match,12,31,17200,2081,12031017200,Florida,Duval County,"Jacksonville, FL",44.759972,54265,89891,98813,98813,0.54916865,1,0,operational,reported,12031017200,0
stargate-lordstown-oh,-80.8534,41.1745,Match,39,155,933400,2005,39155933400,Ohio,Trumbull County,"Youngstown-Warren, OH",8.103241,81107,92749,76609,76609,1.0587137,0,0,under_construction,reported,39155933400,0
edgeconnex-mesa-campus-phx11-3302-s-hawes-rd-az,-111.6475291,33.3520091,Match,4,13,422655,2000,4013422655,Arizona,Maricopa County,"Phoenix-Mesa-Chandler, AZ",4.5466089,101364,95980,103615,103615,0.97827536,0,0,under_construction,reported,04013422655,0
mudiita-ransom-township-lackawanna-pa,-75.7375,41.4483,Match,42,69,112400,2039,42069112400,Pennsylvania,Lackawanna County,"Scranton--Wilkes-Barre, PA",11.913627,108311,100262,85514,85514,1.266588,0,1,cancelled,reported,42069112400,0
prometheus-hyperscale-fort-morgan-co,-103.799951,40.2502582,Match,8,87,500,2018,8087000500,Colorado,Morgan County,NA,3.9985051,73993,119139,NA,119139,0.62106448,1,1,proposed,reported,08087000500,1
lumen-ashburn-va,-77.4576094,39.022182,Match,51,107,611006,1020,51107611006,Virginia,Loudoun County,"Washington-Arlington-Alexandria, DC-VA-MD-WV",2.078522,211875,115213,154653,154653,1.3700025,0,0,operational,reported,51107611006,0
cloverleaf-project-open-sky-piedmont-ok,-97.8,35.7,Match,40,17,300201,1094,40017300201,Oklahoma,Canadian County,"Oklahoma City, OK",3.6414177,103852,82385,90681,90681,1.1452454,0,0,proposed,reported,40017300201,0
powerhouse-95-spotsylvania-va,-77.66,38.17,Match,51,177,20406,3011,51177020406,Virginia,Spotsylvania County,"Washington-Arlington-Alexandria, DC-VA-MD-WV",13.665879,104044,115213,154653,154653,0.67275774,1,1,under_construction,reported,51177020406,1
eagle-rock-meridian-technology-park-taylorville-il,-89.36787,39.489771,Match,17,21,959000,2021,17021959000,Illinois,Christian County,NA,5.0573301,96625,106018,NA,106018,0.91140181,0,1,proposed,reported,17021959000,0
qts-new-albany-1-franklin-county-oh,-82.75793,40.06378,Match,39,89,755601,2036,39089755601,Ohio,Licking County,"Columbus, OH",2.3718438,170039,92749,104588,104588,1.6257983,0,0,under_construction,confirmed,39089755601,0
bluebird-quad-cities-bettendorf-ia,-90.5157,41.5245,Match,19,163,13200,1077,19163013200,Iowa,Scott County,"Davenport-Moline-Rock Island, IA-IL",3.1375167,115833,97491,94063,94063,1.2314407,0,0,operational,confirmed,19163013200,0
midcon-recovery-solutions-oklahoma-city-ok,-97.567,35.618,Match,40,109,108326,2000,40109108326,Oklahoma,Oklahoma County,"Oklahoma City, OK",14.014252,85257,82385,90681,90681,0.9401859,0,0,operational,reported,40109108326,0
cascade-digital-power-hatfield-wi,-90.7306966,44.4146842,Match,55,53,960200,3004,55053960200,Wisconsin,Jackson County,NA,10.028011,81250,100141,NA,100141,0.81135601,0,1,operational,confirmed,55053960200,0
entergy-bogalusa-west-solar-washington-parish-la,-89.8486858,30.7910204,Match,22,117,950800,2040,22117950800,Louisiana,Washington Parish,NA,26.37636,57950,79407,NA,79407,0.72978455,1,1,under_construction,reported,22117950800,1
microsoft-elk-grove-village-il,-87.96,42.005,Match,17,31,770300,3018,17031770300,Illinois,Cook County,"Chicago-Naperville-Elgin, IL-IN",8.7209301,97601,106018,113207,113207,0.86214632,0,0,under_construction,confirmed,17031770300,0
beacon-golden-valley-ca,-119.55,35.36,Match,6,29,3304,2156,6029003304,California,Kern County,"Bakersfield-Delano, CA",13.347826,103750,113346,77234,77234,1.3433203,0,1,proposed,reported,06029003304,0
flexential-minneapolis-chaska-msp01-mn,-93.5988964,44.8516116,Match,27,19,90802,2000,27019090802,Minnesota,Carver County,"Minneapolis-St. Paul-Bloomington, MN-WI",2.1876314,206845,113993,126705,126705,1.6324928,0,0,operational,reported,27019090802,0
greenidge-spartanburg-sc,-81.925,34.9494,Match,45,83,21200,1109,45083021200,South Carolina,Spartanburg County,"Spartanburg, SC",9.3898201,178487,86707,78303,78303,2.2794402,0,1,cancelled,confirmed,45083021200,0
google-palo-ia,-91.7935,42.0611,Match,19,113,10600,3049,19113010600,Iowa,Linn County,"Cedar Rapids, IA",1.8993206,145139,97491,100430,100430,1.4451758,0,0,proposed,confirmed,19113010600,0
bull-church-data-center-caroline-va,-77.49262214339025,38.00820612043225,Match,51,33,30503,1051,51033030503,Virginia,Caroline County,NA,27.86536,47695,115213,NA,115213,0.41397238,1,1,proposed,reported,51033030503,1
edgeconnex-mcn-new-albany-licking-county-oh,-82.72274,40.08878,Match,39,89,755601,1031,39089755601,Ohio,Licking County,"Columbus, OH",2.3718438,170039,92749,104588,104588,1.6257983,0,0,under_construction,reported,39089755601,0
meta-stanton-springs-newton-ga,-83.7182,33.6551,Match,13,297,110801,1006,13297110801,Georgia,Walton County,"Atlanta-Sandy Springs-Roswell, GA",6.92974,106489,93754,107388,107388,0.99162847,0,1,operational,reported,13297110801,0
microsoft-van-meter-ia,-93.9548406,41.5332166,Match,19,49,50902,3073,19049050902,Iowa,Dallas County,"Des Moines-West Des Moines, IA",1.6703243,147458,97491,110255,110255,1.3374269,0,1,proposed,reported,19049050902,0
peak-mining-texas-2-corpus-christi-tx,-97.421,27.852,Match,48,355,6300,1001,48355006300,Texas,Nueces County,"Corpus Christi, TX",34.827194,49920,94599,79893,79893,0.62483573,1,0,under_construction,reported,48355006300,0
prime-smf02-sacramento-ca,-121.399,38.671,Match,6,67,7301,3003,6067007301,California,Sacramento County,"Sacramento-Roseville-Folsom, CA",24.963045,60923,113346,116511,116511,0.52289486,1,0,under_construction,confirmed,06067007301,0
starwood-digital-project-washington-de,-75.593,39.578,Match,10,3,16404,2019,10003016404,Delaware,New Castle County,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",4.1065125,101146,105121,116434,116434,0.86869812,0,0,proposed,reported,10003016404,0
tract-farmington-technology-park-mn,-93.152,44.606,Match,27,37,60904,1003,27037060904,Minnesota,Dakota County,"Minneapolis-St. Paul-Bloomington, MN-WI",12.450369,80873,113993,126705,126705,0.63827789,1,0,proposed,confirmed,27037060904,0
ainet-cybernap-glen-burnie-md,-76.612,39.169,Match,24,3,751000,1001,24003751000,Maryland,Anne Arundel County,"Baltimore-Columbia-Towson, MD",9.9060202,114250,127817,126229,126229,0.90510106,0,0,operational,reported,24003751000,0
deep-river-data-cumnock-lee-county-nc,-79.23778,35.555,Match,37,105,30601,2014,37105030601,North Carolina,Lee County,NA,8.6076632,108286,90290,NA,90290,1.1993133,0,1,proposed,reported,37105030601,0
bginusa-york-ne,-97.593,40.885,Match,31,185,969700,2049,31185969700,Nebraska,York County,NA,10.113519,98448,99751,NA,99751,0.98693746,0,1,permitted,confirmed,31185969700,0
hixson-data-center-mcminnville-tn,-85.76998,35.6834,Match,47,177,930500,1026,47177930500,Tennessee,Warren County,NA,14.147078,59414,87314,NA,87314,0.68046361,1,1,proposed,confirmed,47177930500,1
google-redhawk-mesa-az,-111.6199,33.3764,Match,4,13,422642,3007,4013422642,Arizona,Maricopa County,"Phoenix-Mesa-Chandler, AZ",4.3879056,100590,95980,103615,103615,0.97080541,0,0,operational,confirmed,04013422642,0
aws-calvert-cliffs-md,-76.443,38.437,Match,24,9,861100,1003,24009861100,Maryland,Calvert County,"Lexington Park, MD",2.3570135,150096,127817,147758,147758,1.0158231,0,1,cancelled,reported,24009861100,0
lightfield-energy-chickasha-airport-ok,-97.9364,35.0526,Match,40,51,1000,1007,40051001000,Oklahoma,Grady County,"Oklahoma City, OK",24.992334,54521,82385,90681,90681,0.6012395,1,1,proposed,reported,40051001000,1
qts-colorado-springs-co,-104.8426568,38.9220674,Match,8,41,3711,1002,8041003711,Colorado,El Paso County,"Colorado Springs, CO",5.9221659,113419,119139,108260,108260,1.0476538,0,0,operational,reported,08041003711,0
we-energies-paris-rice-wi,-88.0087,42.6489,Match,55,59,2802,1013,55059002802,Wisconsin,Kenosha County,"Kenosha, WI",4.9435029,119659,100141,105009,105009,1.1395118,0,0,under_construction,confirmed,55059002802,0
bitfarms-scrubgrass-kennerdell-pa,-79.8517,41.2306,Match,42,121,201400,2009,42121201400,Pennsylvania,Venango County,NA,11.629153,76080,100262,NA,100262,0.75881189,0,1,operational,reported,42121201400,0
meta-davenport-ia,-90.5776,41.5236,Match,19,163,10900,3003,19163010900,Iowa,Scott County,"Davenport-Moline-Rock Island, IA-IL",44.690723,29095,97491,94063,94063,0.30931398,1,0,proposed,confirmed,19163010900,0
meta-jeffersonville-in,-85.715,38.33,Match,18,19,50603,1007,18019050603,Indiana,Clark County,"Louisville/Jefferson County, KY-IN",13.681774,77172,90767,93011,93011,0.82970834,0,0,under_construction,confirmed,18019050603,0
ntt-data-quincy-data-center-wa,-119.8657481,47.2435798,Match,53,25,10600,3005,53025010600,Washington,Grant County,NA,8.8303165,90379,118075,NA,118075,0.76543725,0,1,operational,reported,53025010600,0
qts-new-albany-2-franklin-county-oh,-82.75685,40.05491,Match,39,89,755601,2036,39089755601,Ohio,Licking County,"Columbus, OH",2.3718438,170039,92749,104588,104588,1.6257983,0,0,under_construction,confirmed,39089755601,0
edged-aurora-il,-88.284,41.79,Match,17,89,852906,1005,17089852906,Illinois,Kane County,"Chicago-Naperville-Elgin, IL-IN",13.733742,89297,106018,113207,113207,0.78879398,0,0,under_construction,confirmed,17089852906,0
applied-digital-delta-forge-1-la,-92.65,31.4,Match,22,43,20300,1017,22043020300,Louisiana,Grant Parish,"Alexandria, LA",20.827068,67583,79407,73265,73265,0.92244589,1,1,under_construction,confirmed,22043020300,1
cyrusone-chi6-wood-dale-il,-87.964189,41.9790594,Match,17,43,840101,4033,17043840101,Illinois,DuPage County,"Chicago-Naperville-Elgin, IL-IN",7.2818232,95225,106018,113207,113207,0.84115821,0,0,under_construction,confirmed,17043840101,0
aphorio-carter-collierville-tn,-89.66453,35.04204,Match,47,157,21620,1010,47157021620,Tennessee,Shelby County,"Memphis, TN-MS-AR",24.515757,84643,87314,84517,84517,1.0014908,1,0,operational,confirmed,47157021620,0
stack-berry-hill-va,-79.35,36.68,Match,51,143,10801,1026,51143010801,Virginia,Pittsylvania County,NA,10.564054,84205,115213,NA,115213,0.73086369,0,1,proposed,confirmed,51143010801,0
aws-north-creek-technology-campus-louisa-va,-77.967415971191,37.999666431819,Match,51,109,950202,1003,51109950202,Virginia,Louisa County,NA,7.9941249,95100,115213,NA,115213,0.82542771,0,1,proposed,reported,51109950202,0
ntt-chicago-ch1-data-center-il,-88.0072217,41.9879619,Match,17,43,840201,2000,17043840201,Illinois,DuPage County,"Chicago-Naperville-Elgin, IL-IN",1.0686529,117412,106018,113207,113207,1.0371443,0,0,operational,reported,17043840201,0
qts-marvel-bessemer-al,-86.97,33.44,Match,1,73,13902,1073,1073013902,Alabama,Jefferson County,"Birmingham, AL",8.9715538,83750,83032,91396,91396,0.91634208,0,0,proposed,reported,01073013902,0
tcdc-ector-county-tx,-102.54,31.87,Match,48,135,2702,3048,48135002702,Texas,Ector County,"Odessa, TX",17.924637,67466,94599,81330,81330,0.82953399,0,0,proposed,reported,48135002702,0
lumen-phoenix-1-az,-112.0707916,33.494309,Match,4,13,110502,1002,4013110502,Arizona,Maricopa County,"Phoenix-Mesa-Chandler, AZ",23.91144,94444,95980,103615,103615,0.91148967,1,0,operational,reported,04013110502,0
wildcat-ridge-archbald-lackawanna-county-pa,-75.54,41.51,Match,42,69,111100,1021,42069111100,Pennsylvania,Lackawanna County,"Scranton--Wilkes-Barre, PA",8.1847649,94781,100262,85514,85514,1.1083683,0,0,proposed,reported,42069111100,0
duke-energy-progress-richmond-county-bridge-power-nc,-79.71,34.88917,Match,37,153,970900,3038,37153970900,North Carolina,Richmond County,NA,17.359818,68545,90290,NA,90290,0.75916493,0,1,permitted,reported,37153970900,0
hut8-batavia-il,-88.275,41.859,Match,17,89,852803,2009,17089852803,Illinois,Kane County,"Chicago-Naperville-Elgin, IL-IN",6.4049587,127843,106018,113207,113207,1.1292853,0,0,under_construction,confirmed,17089852803,0
microsoft-maiden-catawba-county-nc,-81.2255,35.5845,Match,37,35,11702,4020,37035011702,North Carolina,Catawba County,"Hickory-Lenoir-Morganton, NC",11.646235,88511,90290,76116,76116,1.1628436,0,1,under_construction,confirmed,37035011702,0
t5-chicago-ii-il,-87.9755567,42.0230424,Match,17,31,770400,1025,17031770400,Illinois,Cook County,"Chicago-Naperville-Elgin, IL-IN",9.4145918,91406,106018,113207,113207,0.80742359,0,0,operational,reported,17031770400,0
comanche-peak-nuclear-somervell-county-tx,-97.785,32.2983,Match,48,425,101,2000,48425000101,Texas,Somervell County,NA,12.08104,77298,94599,NA,94599,0.81711221,0,1,operational,confirmed,48425000101,0
raeden-taurus-colorado-springs-co,-104.8214,38.8339,Match,8,41,2300,1018,8041002300,Colorado,El Paso County,"Colorado Springs, CO",36.614918,81845,119139,108260,108260,0.75600404,1,0,permitted,confirmed,08041002300,0
digital-realty-jfk10-manhattan-ny,-74.003206,40.741369,Match,36,61,8300,2000,36061008300,New York,New York County,"New York-Newark-Jersey City, NY-NJ",22.578859,NA,106873,120744,120744,NA,1,0,operational,confirmed,36061008300,0
switch-tahoe-reno-3-the-citadel-campus-nv,-119.4833058,39.5115198,Match,32,29,970200,1141,32029970200,Nevada,Storey County,"Reno, NV",7.0582547,121477,92663,104602,104602,1.1613258,0,1,operational,reported,32029970200,0
google-moncks-corner-sc,-80.039105,33.072101,Match,45,15,20707,1044,45015020707,South Carolina,Berkeley County,"Charleston-North Charleston, SC",6.25,92340,86707,105712,105712,0.87350535,0,0,operational,confirmed,45015020707,0
equinix-ch8-minooka-il,-88.262,41.4506,Match,17,63,102,1041,17063000102,Illinois,Grundy County,"Chicago-Naperville-Elgin, IL-IN",2.8830504,120159,106018,113207,113207,1.0614096,0,1,proposed,confirmed,17063000102,0
centersquare-ord4-lisle-il,-88.0948856,41.8023406,Match,17,43,846102,2039,17043846102,Illinois,DuPage County,"Chicago-Naperville-Elgin, IL-IN",13.148283,88798,106018,113207,113207,0.7843861,0,0,operational,confirmed,17043846102,0
google-omaha-ne,-96.145,41.334,Match,31,55,7314,3014,31055007314,Nebraska,Douglas County,"Omaha, NE-IA",2.0337751,129702,99751,109980,109980,1.1793236,0,0,operational,confirmed,31055007314,0
digital-realty-mia10-fl,-80.1929625,25.7758419,Match,12,86,3704,1004,12086003704,Florida,Miami-Dade County,"Miami-Fort Lauderdale-West Palm Beach, FL",17.341482,48304,89891,89212,89212,0.54145181,1,0,operational,confirmed,12086003704,0
aws-birchwood-data-campus-king-george-va,-77.32191549954541,38.25934134516552,Match,51,99,40302,1012,51099040302,Virginia,King George County,NA,14.270977,160444,115213,NA,115213,1.3925859,0,1,permitted,confirmed,51099040302,0
