Unique ID,Longitude (X),Latitude (Y),Match,State_Code,County_Code,Tract_Code,Block_Code,GEOID,state,county,cbsa,poverty_rate,mfi,state_mfi,cbsa_mfi,area_mfi,mfi_ratio,eligible_lic,rural_status,DC_Status,DC_Confidence,GEO_fixed,both
h5-la-vista-ne,-96.075,41.166,Match,31,153,10623,4003,31153010623,Nebraska,Sarpy County,"Omaha, NE-IA",5.9390049,131563,99751,109980,109980,1.1962447,0,0,operational,confirmed,31153010623,0
cleanarc-ruther-glen-va,-77.4837,37.9374,Match,51,33,30503,2004,51033030503,Virginia,Caroline County,NA,27.86536,47695,115213,NA,115213,0.41397238,1,1,under_construction,confirmed,51033030503,1
colovore-reno-1-storey-county-nv,-119.4771513,39.5341121,Match,32,29,970200,1042,32029970200,Nevada,Storey County,"Reno, NV",7.0582547,121477,92663,104602,104602,1.1613258,0,1,permitted,confirmed,32029970200,0
perry-nuclear-lake-county-oh,-81.14333,41.80083,Match,39,85,206300,2011,39085206300,Ohio,Lake County,"Cleveland, OH",5.2443132,128800,92749,95803,95803,1.3444256,0,0,operational,confirmed,39085206300,0
qts-sacramento-ca,-121.4862686,38.6463763,Match,6,67,7019,2052,6067007019,California,Sacramento County,"Sacramento-Roseville-Folsom, CA",25.901741,115536,113346,116511,116511,0.99163169,1,0,operational,reported,06067007019,0
bitdeer-wenatchee-pangborn-wa,-120.209264,47.413902,Match,53,17,950300,3002,53017950300,Washington,Douglas County,"Wenatchee-East Wenatchee, WA",7.6990705,87371,118075,94263,94263,0.92688543,0,1,under_construction,confirmed,53017950300,0
edgeconnex-por01-por02-hillsboro-campus-or,-122.9122077,45.5564226,Match,41,67,32612,2001,41067032612,Oregon,Washington County,"Portland-Vancouver-Hillsboro, OR-WA",3.994967,165166,102281,119276,119276,1.384738,0,0,operational,reported,41067032612,0
equinix-sv4-ca,-122.0145563,37.4145109,Match,6,85,504602,1068,6085504602,California,Santa Clara County,"San Jose-Sunnyvale-Santa Clara, CA",7.4578471,144464,113346,184762,184762,0.78189236,0,0,operational,reported,06085504602,0
genesis-digital-assets-union-lockhart-sc,-81.4620402,34.7865238,Match,45,87,30900,2127,45087030900,South Carolina,Union County,"Spartanburg, SC",24.182243,73170,86707,78303,78303,0.93444693,1,1,operational,reported,45087030900,1
cloudhq-lc1-va,-77.4626713,39.0102471,Match,51,107,611020,3009,51107611020,Virginia,Loudoun County,"Washington-Arlington-Alexandria, DC-VA-MD-WV",0.73657423,155417,115213,154653,154653,1.00494,0,0,operational,reported,51107611020,0
switch-apex-industrial-park-north-las-vegas-nv,-114.9277774,36.329138,Match,32,3,5902,1172,32003005902,Nevada,Clark County,"Las Vegas-Henderson-North Las Vegas, NV",16.885553,112778,92663,89785,89785,1.2560896,0,0,proposed,reported,32003005902,0
oppd-turtle-creek-station-sarpy-ne,-96.191,41.056,Match,31,153,10701,2003,31153010701,Nebraska,Sarpy County,"Omaha, NE-IA",1.858736,151875,99751,109980,109980,1.3809329,0,0,operational,confirmed,31153010701,0
tierpoint-dallas-allen-tx,-96.657329,33.1379102,Match,48,85,31418,2049,48085031418,Texas,Collin County,"Dallas-Fort Worth-Arlington, TX",4.4897957,208944,94599,108711,108711,1.9220134,0,0,operational,reported,48085031418,0
province-group-merrillville-technology-park-in,-87.29,41.46,Match,18,89,42301,1018,18089042301,Indiana,Lake County,"Chicago-Naperville-Elgin, IL-IN",2.8268552,118259,90767,113207,113207,1.0446262,0,0,proposed,reported,18089042301,0
marathon-digital-garden-city-tx,-101.4849,31.8724,Match,48,173,950100,1145,48173950100,Texas,Glasscock County,NA,8.8951311,124464,94599,NA,94599,1.315701,0,1,operational,confirmed,48173950100,0
aws-green-new-florence-mo,-91.52,38.852,Match,29,139,970300,1103,29139970300,Missouri,Montgomery County,NA,11.190656,75945,91360,NA,91360,0.83127189,0,1,under_construction,confirmed,29139970300,0
us-signal-wi02-fitchburg-wi,-89.42339,42.9947535,Match,55,25,10702,2027,55025010702,Wisconsin,Dane County,"Madison, WI",4.0277138,160787,100141,120280,120280,1.3367726,0,0,operational,reported,55025010702,0
jones-eagle-dewitt-ar,-91.3383,34.2875,Match,5,1,480700,1091,5001480700,Arkansas,Arkansas County,NA,20.427807,56771,76968,NA,76968,0.73759222,1,1,operational,confirmed,05001480700,1
tierpoint-hawthorne-westchester-ny,-73.815184,41.088456,Match,36,119,981000,1019,36119981000,New York,Westchester County,"New York-Newark-Jersey City, NY-NJ",81.743225,NA,106873,120744,120744,NA,1,0,operational,confirmed,36119981000,0
lumen-baltimore-1-md,-76.6204024,39.2917592,Match,24,510,40100,4020,24510040100,Maryland,Baltimore city,"Baltimore-Columbia-Towson, MD",17.833099,90893,127817,126229,126229,0.72006434,0,0,operational,reported,24510040100,0
google-skyway-pine-island-mn,-92.6496,44.2019,Match,27,49,80800,2009,27049080800,Minnesota,Goodhue County,NA,3.3205619,133661,113993,NA,113993,1.172537,0,1,proposed,confirmed,27049080800,0
oppidan-beaver-dam-edge-wi,-88.8373,43.4578,Match,55,27,961000,3006,55027961000,Wisconsin,Dodge County,NA,12.539034,86906,100141,NA,100141,0.86783636,0,1,permitted,reported,55027961000,0
cologix-col2-columbus-oh,-83.0020077,40.1164691,Match,39,49,7048,3023,39049007048,Ohio,Franklin County,"Columbus, OH",11.277815,108958,92749,104588,104588,1.041783,0,0,operational,confirmed,39049007048,0
unisys-salt-lake-city-ut,-111.8868,40.75962,Match,49,35,114000,2009,49035114000,Utah,Salt Lake County,"Salt Lake City-Murray, UT",11.681244,112355,109675,116518,116518,0.96427161,0,0,operational,reported,49035114000,0
terra-nexus-custer-avenue-fayetteville-cumberland-county-nc,-78.97722,35.085,Match,37,51,3304,3000,37051003304,North Carolina,Cumberland County,"Fayetteville, NC",16.048307,69760,90290,73956,73956,0.94326359,0,0,proposed,reported,37051003304,0
60-hudson-street-ny,-74.008348,40.71767,Match,36,61,3300,2017,36061003300,New York,New York County,"New York-Newark-Jersey City, NY-NJ",3.4616032,250000,106873,120744,120744,2.0704963,0,0,operational,reported,36061003300,0
cloverleaf-wrightstown-village-wi,-88.1631,44.3269,Match,55,9,21400,3035,55009021400,Wisconsin,Brown County,"Green Bay, WI",2.8328612,118459,100141,101584,101584,1.1661186,0,0,proposed,reported,55009021400,0
dpo-wisconsin-rapids-hpc-wi,-89.8228767,44.3917589,Match,55,141,11000,5033,55141011000,Wisconsin,Wood County,NA,13.766098,67997,100141,NA,100141,0.6790126,1,1,proposed,reported,55141011000,1
edgeconnex-sac01-ca,-121.27744,38.5922987,Match,6,67,9010,4014,6067009010,California,Sacramento County,"Sacramento-Roseville-Folsom, CA",12.049781,98505,113346,116511,116511,0.84545666,0,0,operational,reported,06067009010,0
edged-mesa-az,-111.8315,33.4152,Match,4,13,421400,4019,4013421400,Arizona,Maricopa County,"Phoenix-Mesa-Chandler, AZ",17.322569,48345,95980,103615,103615,0.46658301,1,0,operational,reported,04013421400,0
fogo-data-centers-new-orleans-la,-90.0730531,29.9529522,Match,22,71,13400,1006,22071013400,Louisiana,Orleans Parish,"New Orleans-Metairie, LA",28.213507,NA,79407,83780,83780,NA,1,0,operational,confirmed,22071013400,0
ncar-wyoming-supercomputing-center-cheyenne-wy,-104.8974,41.1289,Match,56,21,1902,1019,56021001902,Wyoming,Laramie County,"Cheyenne, WY",2.5748377,123052,96997,99600,99600,1.2354618,0,0,operational,confirmed,56021001902,0
meta-forest-city-nc,-81.826,35.317,Match,37,161,961104,1003,37161961104,North Carolina,Rutherford County,NA,21.022259,76651,90290,NA,90290,0.84894228,1,1,operational,confirmed,37161961104,1
core-scientific-muskogee-ok,-95.42,35.72,Match,40,101,1100,2000,40101001100,Oklahoma,Muskogee County,NA,14.16252,82019,82385,NA,82385,0.99555743,0,1,under_construction,confirmed,40101001100,0
t5-chicago-iii-northlake-il,-87.9145933,41.9310571,Match,17,31,811702,1000,17031811702,Illinois,Cook County,"Chicago-Naperville-Elgin, IL-IN",11.646734,92925,106018,113207,113207,0.82084149,0,0,under_construction,confirmed,17031811702,0
segra-charlotte-international-airport-drive-nc,-80.84306,35.22722,Match,37,119,104,1014,37119000104,North Carolina,Mecklenburg County,"Charlotte-Concord-Gastonia, NC-SC",9.4455853,177969,90290,102246,102246,1.7405962,0,0,operational,reported,37119000104,0
lumen-salt-lake-city-ut,-111.8868,40.75962,Match,49,35,114000,2009,49035114000,Utah,Salt Lake County,"Salt Lake City-Murray, UT",11.681244,112355,109675,116518,116518,0.96427161,0,0,operational,reported,49035114000,0
mghpcc-holyoke-ma,-72.60693,42.20285,Match,25,13,811600,2011,25013811600,Massachusetts,Hampden County,"Springfield, MA",45.066753,36591,131675,91397,91397,0.4003523,1,0,operational,confirmed,25013811600,0
h5-data-centers-seattle-denny-way-wa,-122.3379,47.6205,Match,53,33,7303,3002,53033007303,Washington,King County,"Seattle-Tacoma-Bellevue, WA",4.4043512,250000,118075,140190,140190,1.7832941,0,0,operational,confirmed,53033007303,0
databank-slc1-salt-lake-city-ut,-111.88585,40.76852,Match,49,35,114000,1000,49035114000,Utah,Salt Lake County,"Salt Lake City-Murray, UT",11.681244,112355,109675,116518,116518,0.96427161,0,0,operational,confirmed,49035114000,0
microsoft-becker-mn,-93.8768904,45.3931821,Match,27,141,30407,2028,27141030407,Minnesota,Sherburne County,"Minneapolis-St. Paul-Bloomington, MN-WI",12.913159,109884,113993,126705,126705,0.86724281,0,1,proposed,reported,27141030407,0
cyrusone-project-peach-palmetto-ga,-84.6693,33.5182,Match,13,121,10401,3025,13121010401,Georgia,Fulton County,"Atlanta-Sandy Springs-Roswell, GA",8.2975063,115793,93754,107388,107388,1.0782676,0,0,permitted,reported,13121010401,0
t5-silicon-valley-newark-ca,-122.0312,37.5461,Match,6,1,444100,3007,6001444100,California,Alameda County,"San Francisco-Oakland-Fremont, CA",6.2956471,210523,113346,164296,164296,1.2813641,0,0,operational,reported,06001444100,0
cleanspark-dalton-ga,-84.9702,34.769800000000004,Match,13,313,502,1084,13313000502,Georgia,Whitfield County,"Dalton, GA",29.090073,65129,93754,76435,76435,0.85208344,1,1,operational,confirmed,13313000502,1
meta-rosemount-mn,-93.115,44.74,Match,27,37,61009,1023,27037061009,Minnesota,Dakota County,"Minneapolis-St. Paul-Bloomington, MN-WI",0.97453225,170707,113993,126705,126705,1.3472791,0,0,under_construction,confirmed,27037061009,0
sabey-umatilla-or,-119.339,45.919,Match,41,59,950900,1051,41059950900,Oregon,Umatilla County,NA,17.445255,72319,102281,NA,102281,0.70706195,0,1,under_construction,reported,41059950900,0
aligned-neo-01-oh,-82.7189574,41.4321977,Match,39,43,41600,3001,39043041600,Ohio,Erie County,"Sandusky, OH",2.1989715,109063,92749,93585,93585,1.1653898,0,1,under_construction,reported,39043041600,0
switch-citadel-storey-county-nv,-119.3732,39.6183,Match,32,31,3501,3075,32031003501,Nevada,Washoe County,"Reno, NV",8.5920582,125379,92663,104602,104602,1.1986291,0,0,operational,confirmed,32031003501,0
digital-realty-ord12-franklin-park-il,-87.8592552,41.9283705,Match,17,31,811302,2000,17031811302,Illinois,Cook County,"Chicago-Naperville-Elgin, IL-IN",22.873819,49457,106018,113207,113207,0.43687227,1,0,operational,confirmed,17031811302,0
stack-svy03a-hayward-ca,-122.1195048,37.6281336,Match,6,1,437101,1026,6001437101,California,Alameda County,"San Francisco-Oakland-Fremont, CA",6.9461403,167344,113346,164296,164296,1.0185518,0,0,permitted,confirmed,06001437101,0
switch-las-vegas-10-nv,-115.2230608,36.0555857,Match,32,3,2981,2000,32003002981,Nevada,Clark County,"Las Vegas-Henderson-North Las Vegas, NV",5.4070983,107440,92663,89785,89785,1.1966364,0,0,operational,reported,32003002981,0
aws-arlington-gilliam-or,-120.20088,45.7168,Match,41,21,960100,1059,41021960100,Oregon,Gilliam County,NA,15.253361,90865,102281,NA,102281,0.88838589,0,1,proposed,confirmed,41021960100,0
talen-montour-ct-expansion-derry-township-montour-pa,-76.6667,41.0333,Match,42,93,50100,3115,42093050100,Pennsylvania,Montour County,NA,12.118152,84623,100262,NA,100262,0.8440187,0,1,proposed,reported,42093050100,0
monticello-tech-park-frattalone-mn,-93.7994056,45.298583,Match,27,171,100203,3048,27171100203,Minnesota,Wright County,"Minneapolis-St. Paul-Bloomington, MN-WI",6.148591,84318,113993,126705,126705,0.66546702,1,1,proposed,reported,27171100203,1
coresite-dc1-washington-d-c-dc,-77.0291491,38.9028879,Match,11,1,10100,2004,11001010100,District of Columbia,District of Columbia,"Washington-Arlington-Alexandria, DC-VA-MD-WV",9.2680988,250000,155025,154653,154653,1.6165222,0,0,operational,reported,11001010100,0
vantage-san-antonio-tx22-tx,-98.6977011,29.4790852,Match,48,29,171912,3011,48029171912,Texas,Bexar County,"San Antonio-New Braunfels, TX",8.7169867,102083,94599,92961,92961,1.0981271,0,0,under_construction,reported,48029171912,0
flexential-atlanta-alpharetta-data-center-ga,-84.2518184,34.0869864,Match,13,121,11652,1023,13121011652,Georgia,Fulton County,"Atlanta-Sandy Springs-Roswell, GA",4.375,178381,93754,107388,107388,1.6610887,0,0,operational,reported,13121011652,0
xai-colossus-2-power-station-southaven-ms,-90.042296,34.984394,Match,28,33,70421,1004,28033070421,Mississippi,DeSoto County,"Memphis, TN-MS-AR",21.064617,52933,73163,84517,84517,0.62630004,1,0,operational,confirmed,28033070421,0
aligned-phx-01-02-03-az,-112.1111595,33.6590546,Match,4,13,616500,2002,4013616500,Arizona,Maricopa County,"Phoenix-Mesa-Chandler, AZ",17.481884,87773,95980,103615,103615,0.84710705,0,0,operational,reported,04013616500,0
fairfield-energy-center-millersport-fairfield-oh,-82.53861,39.89806,Match,39,45,30100,3008,39045030100,Ohio,Fairfield County,"Columbus, OH",5.4905024,92500,92749,104588,104588,0.88442266,0,1,proposed,reported,39045030100,0
amazon-gilroy-ca,-121.541,36.997,Match,6,85,512602,1046,6085512602,California,Santa Clara County,"San Jose-Sunnyvale-Santa Clara, CA",8.9772367,169886,113346,184762,184762,0.91948563,0,0,under_construction,confirmed,06085512602,0
cipher-milsing-huntsville-walker-tx,-95.5508,30.7235,Match,48,471,790500,3000,48471790500,Texas,Walker County,NA,20.508957,60606,94599,NA,94599,0.64066213,1,1,proposed,reported,48471790500,1
beale-project-atlas-coweta-ok,-95.6483,35.9526,Match,40,145,30604,1005,40145030604,Oklahoma,Wagoner County,"Tulsa, OK",16.411631,71667,82385,88320,88320,0.81144702,0,0,cancelled,reported,40145030604,0
digital-realty-somerset-650-randolph-road-nj,-74.5555236,40.5375265,Match,34,35,53501,2030,34035053501,New Jersey,Somerset County,"New York-Newark-Jersey City, NY-NJ",6.5716157,210814,127025,120744,120744,1.7459584,0,0,operational,reported,34035053501,0
american-tower-reedy-creek-charlotte-nc,-80.7229,35.2703,Match,37,119,5616,1017,37119005616,North Carolina,Mecklenburg County,"Charlotte-Concord-Gastonia, NC-SC",14.200368,58890,90290,102246,102246,0.57596385,1,0,proposed,reported,37119005616,0
avaio-digital-leo-little-rock-ar,-92.296,34.68,Match,5,119,4001,1009,5119004001,Arkansas,Pulaski County,"Little Rock-North Little Rock-Conway, AR",11.165414,71875,76968,87649,87649,0.82003218,0,0,proposed,confirmed,05119004001,0
meta-dekalb-data-center-il,-88.792,41.909,Match,17,37,1400,5003,17037001400,Illinois,DeKalb County,"Chicago-Naperville-Elgin, IL-IN",9.403285,106105,106018,113207,113207,0.93726534,0,1,operational,confirmed,17037001400,0
hut8-vega-amarillo-tx,-101.834,35.207,Match,48,375,15400,1090,48375015400,Texas,Potter County,"Amarillo, TX",45.655998,62961,94599,91941,91941,0.68479788,1,0,operational,confirmed,48375015400,0
fleet-data-centers-storey-county-nv,-119.43,39.53,Match,32,29,970200,1042,32029970200,Nevada,Storey County,"Reno, NV",7.0582547,121477,92663,104602,104602,1.1613258,0,1,under_construction,reported,32029970200,0
us-signal-wi01-madison-wi,-89.3870807,43.0732716,Match,55,25,1704,3006,55025001704,Wisconsin,Dane County,"Madison, WI",34.752529,131538,100141,120280,120280,1.0935982,1,0,operational,reported,55025001704,0
aws-richmond-county-nc,-79.775,34.9445,Match,37,153,970500,2000,37153970500,North Carolina,Richmond County,NA,28.151831,52967,90290,NA,90290,0.58663195,1,1,under_construction,confirmed,37153970500,1
cassville-grant-county-wi,-91.007,42.716,Match,19,43,70500,2004,19043070500,Iowa,Clayton County,NA,13.699906,69803,97491,NA,97491,0.7159943,0,1,cancelled,reported,19043070500,0
switch-tahoe-reno-1-the-citadel-campus-nv,-119.4755145,39.5140681,Match,32,29,970200,1145,32029970200,Nevada,Storey County,"Reno, NV",7.0582547,121477,92663,104602,104602,1.1613258,0,1,operational,reported,32029970200,0
hut8-salt-creek-culberson-tx,-103.909,31.825,Match,48,389,950600,1036,48389950600,Texas,Reeves County,NA,20.362423,61250,94599,NA,94599,0.64746982,1,1,operational,confirmed,48389950600,1
qts-hillsboro-3-or,-122.918438,45.5719248,Match,41,67,32700,3010,41067032700,Oregon,Washington County,"Portland-Vancouver-Hillsboro, OR-WA",4.8726654,157586,102281,119276,119276,1.3211879,0,0,under_construction,reported,41067032700,0
terra-hosting-vermillion-rise-newport-in,-87.405,39.885,Match,18,165,20200,1103,18165020200,Indiana,Vermillion County,"Terre Haute, IN",15.830838,69329,90767,75147,75147,0.92257839,0,1,operational,confirmed,18165020200,0
stack-por03-or,-122.9379069,45.5541322,Match,41,67,32603,5027,41067032603,Oregon,Washington County,"Portland-Vancouver-Hillsboro, OR-WA",2.2013981,143430,102281,119276,119276,1.2025051,0,0,operational,reported,41067032603,0
powerhouse-abx-1-va,-77.4504568,39.0195992,Match,51,107,611006,1014,51107611006,Virginia,Loudoun County,"Washington-Arlington-Alexandria, DC-VA-MD-WV",2.078522,211875,115213,154653,154653,1.3700025,0,0,operational,reported,51107611006,0
flexential-salt-lake-city-south-valley-slc09-ut,-111.986047,40.6203519,Match,49,35,980100,1004,49035980100,Utah,Salt Lake County,"Salt Lake City-Murray, UT",NA,NA,109675,116518,116518,NA,0,0,operational,reported,49035980100,0
datayard-dayton-oh,-84.1953733,39.7602255,Match,39,113,1501,3026,39113001501,Ohio,Montgomery County,"Dayton-Kettering-Beavercreek, OH",23.210024,178145,92749,94596,94596,1.8832191,0,0,operational,confirmed,39113001501,0
iron-mountain-va-3-va,-77.5451498,38.7755471,Match,51,153,901409,5006,51153901409,Virginia,Prince William County,"Washington-Arlington-Alexandria, DC-VA-MD-WV",3.2232347,143786,115213,154653,154653,0.92973304,0,0,operational,reported,51153901409,0
ms-solar-grid-data-new-orleans-east-la,-89.9786145,30.0406363,Match,22,71,1739,2011,22071001739,Louisiana,Orleans Parish,"New Orleans-Metairie, LA",17.281349,86250,79407,83780,83780,1.029482,0,0,cancelled,reported,22071001739,0
tract-caldwell-valley-uhland-tx,-97.7889,29.9499,Match,48,55,960104,1077,48055960104,Texas,Caldwell County,"Austin-Round Rock-San Marcos, TX",3.190767,91304,94599,126591,126591,0.7212519,0,1,proposed,confirmed,48055960104,0
sabey-decatur-technology-park-marion-county-in,-86.28,39.7,Match,18,97,390802,4000,18097390802,Indiana,Marion County,"Indianapolis-Carmel-Greenwood, IN",13.631234,74524,90767,102227,102227,0.72900504,0,0,permitted,confirmed,18097390802,0
aws-cosner-technology-campus-massaponax-va,-77.47623258858057,38.204738259414135,Match,51,177,20207,1001,51177020207,Virginia,Spotsylvania County,"Washington-Arlington-Alexandria, DC-VA-MD-WV",8.5904417,121400,115213,154653,154653,0.78498316,0,1,under_construction,confirmed,51177020207,0
cleanspark-lenoir-city-tn,-84.256,35.7973,Match,47,105,60304,2044,47105060304,Tennessee,Loudon County,"Knoxville, TN",11.98036,154911,87314,92008,92008,1.6836689,0,0,operational,confirmed,47105060304,0
townsite-solar-2-boulder-city-nv,-114.8337574,35.9787649,Match,32,3,5503,2000,32003005503,Nevada,Clark County,"Las Vegas-Henderson-North Las Vegas, NV",16.013565,105865,92663,89785,89785,1.1790946,0,1,proposed,reported,32003005503,0
meta-prometheus-new-albany-oh,-82.836,40.092,Match,39,49,7205,3036,39049007205,Ohio,Franklin County,"Columbus, OH",4.5401821,89286,92749,104588,104588,0.85369259,0,0,under_construction,reported,39049007205,0
cleanspark-winfield-tn,-84.4506,36.5619,Match,47,151,975000,3028,47151975000,Tennessee,Scott County,NA,18.006287,67813,87314,NA,87314,0.77665669,0,1,operational,confirmed,47151975000,0
qts-eisenhower-augusta-ga,-82.0105,33.4735,Match,13,245,1100,1000,13245001100,Georgia,Richmond County,"Augusta-Richmond County, GA-SC",13.357589,156250,93754,84944,84944,1.8394471,0,0,under_construction,confirmed,13245001100,0
netrality-717-south-wells-il,-87.63344,41.8728811,Match,17,31,839000,1005,17031839000,Illinois,Cook County,"Chicago-Naperville-Elgin, IL-IN",15.946844,170407,106018,113207,113207,1.5052691,0,0,operational,reported,17031839000,0
panther-creek-hpc-ai-campus-nesquehoning-pa,-75.8283,40.8564,Match,42,25,20301,2014,42025020301,Pennsylvania,Carbon County,"Allentown-Bethlehem-Easton, PA-NJ",12.865873,57045,100262,103840,103840,0.54935479,1,1,under_construction,confirmed,42025020301,1
nova-energy-cryptomine-frenchcreek-venango-county-pa,-79.82,41.44,Match,42,121,200600,4004,42121200600,Pennsylvania,Venango County,NA,9.8827105,74167,100262,NA,100262,0.73973191,0,1,operational,reported,42121200600,0
equinix-ashburn-va,-77.4875,39.0437,Match,51,107,611005,3000,51107611005,Virginia,Loudoun County,"Washington-Arlington-Alexandria, DC-VA-MD-WV",3.6146824,213000,115213,154653,154653,1.3772769,0,0,operational,confirmed,51107611005,0
creekstone-delta-ut,-112.5777,39.3527,Match,49,27,974100,3058,49027974100,Utah,Millard County,NA,9.0486336,78261,109675,NA,109675,0.71357191,0,1,under_construction,reported,49027974100,0
aws-2550-beech-road-new-albany-oh,-82.750086,40.094442,Match,39,89,755601,1035,39089755601,Ohio,Licking County,"Columbus, OH",2.3718438,170039,92749,104588,104588,1.6257983,0,0,operational,reported,39089755601,0
cloverleaf-troy-mo,-90.9832,38.9784,Match,29,113,810305,5015,29113810305,Missouri,Lincoln County,"St. Louis, MO-IL",18.452303,85906,91360,105167,105167,0.81685317,0,1,proposed,reported,29113810305,0
duane-arnold-energy-center-palo-ia,-91.77764,42.10125,Match,19,113,10600,1033,19113010600,Iowa,Linn County,"Cedar Rapids, IA",1.8993206,145139,97491,100430,100430,1.4451758,0,0,under_construction,confirmed,19113010600,0
digital-realty-atl11-ga,-84.5797407,33.7465605,Match,13,97,80105,2023,13097080105,Georgia,Douglas County,"Atlanta-Sandy Springs-Roswell, GA",10.400721,144618,93754,107388,107388,1.3466868,0,0,operational,reported,13097080105,0
digital-realty-va3-va,-77.3273071,38.9484941,Match,51,59,481900,2009,51059481900,Virginia,Fairfax County,"Washington-Arlington-Alexandria, DC-VA-MD-WV",5.2605209,220173,115213,154653,154653,1.4236581,0,0,operational,reported,51059481900,0
microsoft-cheyenne-expansion-wy,-104.79,41.09,Match,56,21,2001,2054,56021002001,Wyoming,Laramie County,"Cheyenne, WY",15.929009,81681,96997,99600,99600,0.82009035,0,0,permitted,reported,56021002001,0
aws-scioto-darby-hilliard-oh,-83.12439,40.01895,Match,39,49,7931,1023,39049007931,Ohio,Franklin County,"Columbus, OH",2.0174232,140192,92749,104588,104588,1.3404214,0,0,operational,confirmed,39049007931,0
project-delta-walnut-cove-nc,-80.1494,36.282,Match,37,169,70701,2006,37169070701,North Carolina,Stokes County,"Winston-Salem, NC",15.387401,74643,90290,83438,83438,0.8945924,0,1,proposed,reported,37169070701,0
truss-energy-carpenter-wy,-104.3627365,41.0461861,Match,56,21,2001,1167,56021002001,Wyoming,Laramie County,"Cheyenne, WY",15.929009,81681,96997,99600,99600,0.82009035,0,0,proposed,reported,56021002001,0
natelli-appeal-digital-park-lusby-md,-76.435,38.39,Match,24,9,861100,1067,24009861100,Maryland,Calvert County,"Lexington Park, MD",2.3570135,150096,127817,147758,147758,1.0158231,0,1,proposed,reported,24009861100,0
digihost-erie-county-ny,-78.81999,42.919825,Match,36,29,3600,4000,36029003600,New York,Erie County,"Buffalo-Cheektowaga, NY",27.415255,66567,106873,96701,96701,0.68837965,1,0,operational,confirmed,36029003600,0
riverhawk-energy-center-ia,-93.201,43.1536,Match,19,33,950402,1016,19033950402,Iowa,Cerro Gordo County,NA,20.735786,63894,97491,NA,97491,0.65538359,1,1,proposed,reported,19033950402,1
highwire-evansville-wy,-106.2735,42.8508,Match,56,25,502,1009,56025000502,Wyoming,Natrona County,"Casper, WY",19.267685,68945,96997,94037,94037,0.73316884,0,0,cancelled,reported,56025000502,0
switch-las-19-enterprise-nv,-115.2125,36.0571,Match,32,3,2979,1028,32003002979,Nevada,Clark County,"Las Vegas-Henderson-North Las Vegas, NV",4.1470127,104167,92663,89785,89785,1.1601827,0,0,permitted,reported,32003002979,0
databank-ord3-mount-prospect-il,-87.9238121,42.0771274,Match,17,31,802702,1000,17031802702,Illinois,Cook County,"Chicago-Naperville-Elgin, IL-IN",10.039784,130104,106018,113207,113207,1.1492575,0,0,operational,confirmed,17031802702,0
fleet-peru-ridge-self-generation-storey-county-nv,-119.4922,39.5312,Match,32,29,970200,1145,32029970200,Nevada,Storey County,"Reno, NV",7.0582547,121477,92663,104602,104602,1.1613258,0,1,proposed,reported,32029970200,0
blockchain-digital-infrastructure-collin-county-tx,-96.6398,33.1972,Match,48,85,30608,1006,48085030608,Texas,Collin County,"Dallas-Fort Worth-Arlington, TX",6.7604356,88407,94599,108711,108711,0.81322956,0,0,under_construction,reported,48085030608,0
riot-platforms-rockdale-tx,-97.0025,30.6549,Match,48,331,950700,1029,48331950700,Texas,Milam County,NA,8.4982748,102819,94599,NA,94599,1.0868931,0,1,operational,confirmed,48331950700,0
cologix-sv1-ca,-121.9616726,37.3654018,Match,6,85,505202,2071,6085505202,California,Santa Clara County,"San Jose-Sunnyvale-Santa Clara, CA",19.125883,163550,113346,184762,184762,0.88519287,0,0,operational,reported,06085505202,0
solis-arx-progress-park-wythe-va,-80.899,36.958,Match,51,197,50102,2000,51197050102,Virginia,Wythe County,NA,10.969724,75990,115213,NA,115213,0.65956098,1,1,proposed,reported,51197050102,1
tecfusions-keystone-connect-upper-burrell-pa,-79.705,40.5817,Match,42,129,801002,2007,42129801002,Pennsylvania,Westmoreland County,"Pittsburgh, PA",11.121495,94450,100262,102107,102107,0.92501003,0,0,proposed,confirmed,42129801002,0
iren-woods-county-ok,-98.667,36.8031,Match,40,151,954300,2041,40151954300,Oklahoma,Woods County,NA,23.410139,70833,82385,NA,82385,0.85978031,1,1,proposed,reported,40151954300,1
cologix-col3-columbus-oh,-83.0017691,40.1164586,Match,39,49,7048,3023,39049007048,Ohio,Franklin County,"Columbus, OH",11.277815,108958,92749,104588,104588,1.041783,0,0,operational,confirmed,39049007048,0
regence-salt-lake-city-ut,-111.8868,40.75962,Match,49,35,114000,2009,49035114000,Utah,Salt Lake County,"Salt Lake City-Murray, UT",11.681244,112355,109675,116518,116518,0.96427161,0,0,operational,reported,49035114000,0
centersquare-phx3-az,-111.8590191,33.4212542,Match,4,13,421303,3000,4013421303,Arizona,Maricopa County,"Phoenix-Mesa-Chandler, AZ",8.8706446,92083,95980,103615,103615,0.88870335,0,0,operational,reported,04013421303,0
beale-project-pilot-de-soto-ks,-94.967,38.966,Match,20,91,52701,4000,20091052701,Kansas,Johnson County,"Kansas City, MO-KS",4.7627807,122463,95810,106867,106867,1.1459384,0,0,under_construction,confirmed,20091052701,0
equinix-mi1-nap-of-the-americas-fl,-80.1930886,25.782359,Match,12,86,3710,2010,12086003710,Florida,Miami-Dade County,"Miami-Fort Lauderdale-West Palm Beach, FL",16.43198,122942,89891,89212,89212,1.3780881,0,0,operational,confirmed,12086003710,0
