Unique ID,Longitude (X),Latitude (Y),Match,State_Code,County_Code,Tract_Code,Block_Code,GEOID,state,county,cbsa,poverty_rate,mfi,state_mfi,cbsa_mfi,area_mfi,mfi_ratio,eligible_lic,rural_status,DC_Status,DC_Confidence
cyrusone-project-peach-palmetto-ga,-84.6693,33.5182,Match,13,121,10401,3025,13121010401,Georgia, Fulton County,"Atlanta-Sandy Springs-Roswell, GA",8.2975063,115793.0,93754.0,107388.0,107388.0,1.0782676,0.0,0.0,permitted,reported
t5-silicon-valley-newark-ca,-122.0312,37.5461,Match,6,1,444100,3007,6001444100,California, Alameda County,"San Francisco-Oakland-Fremont, CA",6.2956471,210523.0,113346.0,164296.0,164296.0,1.2813641,0.0,0.0,operational,reported
cleanspark-dalton-ga,-84.9702,34.769800000000004,Match,13,313,502,1084,13313000502,Georgia, Whitfield County,"Dalton, GA",29.090073,65129.0,93754.0,76435.0,76435.0,0.85208344,1.0,1.0,operational,confirmed
meta-rosemount-mn,-93.115,44.74,Match,27,37,61009,1023,27037061009,Minnesota, Dakota County,"Minneapolis-St. Paul-Bloomington, MN-WI",0.97453225,170707.0,113993.0,126705.0,126705.0,1.3472791,0.0,0.0,under_construction,confirmed
sabey-umatilla-or,-119.339,45.919,Match,41,59,950900,1051,41059950900,Oregon, Umatilla County,,17.445255,72319.0,102281.0,,102281.0,0.70706195,0.0,1.0,under_construction,reported
aligned-neo-01-oh,-82.7189574,41.4321977,Match,39,43,41600,3001,39043041600,Ohio, Erie County,"Sandusky, OH",2.1989715,109063.0,92749.0,93585.0,93585.0,1.1653898,0.0,1.0,under_construction,reported
switch-citadel-storey-county-nv,-119.3732,39.6183,Match,32,31,3501,3075,32031003501,Nevada, Washoe County,"Reno, NV",8.5920582,125379.0,92663.0,104602.0,104602.0,1.1986291,0.0,0.0,operational,confirmed
digital-realty-ord12-franklin-park-il,-87.8592552,41.9283705,Match,17,31,811302,2000,17031811302,Illinois, Cook County,"Chicago-Naperville-Elgin, IL-IN",22.873819,49457.0,106018.0,113207.0,113207.0,0.43687227,1.0,0.0,operational,confirmed
stack-svy03a-hayward-ca,-122.1195048,37.6281336,Match,6,1,437101,1026,6001437101,California, Alameda County,"San Francisco-Oakland-Fremont, CA",6.9461403,167344.0,113346.0,164296.0,164296.0,1.0185518,0.0,0.0,permitted,confirmed
switch-las-vegas-10-nv,-115.2230608,36.0555857,Match,32,3,2981,2000,32003002981,Nevada, Clark County,"Las Vegas-Henderson-North Las Vegas, NV",5.4070983,107440.0,92663.0,89785.0,89785.0,1.1966364,0.0,0.0,operational,reported
aws-arlington-gilliam-or,-120.20088,45.7168,Match,41,21,960100,1059,41021960100,Oregon, Gilliam County,,15.253361,90865.0,102281.0,,102281.0,0.88838589,0.0,1.0,proposed,confirmed
talen-montour-ct-expansion-derry-township-montour-pa,-76.6667,41.0333,Match,42,93,50100,3115,42093050100,Pennsylvania, Montour County,,12.118152,84623.0,100262.0,,100262.0,0.8440187,0.0,1.0,proposed,reported
monticello-tech-park-frattalone-mn,-93.7994056,45.298583,Match,27,171,100203,3048,27171100203,Minnesota, Wright County,"Minneapolis-St. Paul-Bloomington, MN-WI",6.148591,84318.0,113993.0,126705.0,126705.0,0.66546702,1.0,1.0,proposed,reported
coresite-dc1-washington-d-c-dc,-77.0291491,38.9028879,Match,11,1,10100,2004,11001010100,District of Columbia, District of Columbia,"Washington-Arlington-Alexandria, DC-VA-MD-WV",9.2680988,250000.0,155025.0,154653.0,154653.0,1.6165222,0.0,0.0,operational,reported
vantage-san-antonio-tx22-tx,-98.6977011,29.4790852,Match,48,29,171912,3011,48029171912,Texas, Bexar County,"San Antonio-New Braunfels, TX",8.7169867,102083.0,94599.0,92961.0,92961.0,1.0981271,0.0,0.0,under_construction,reported
flexential-atlanta-alpharetta-data-center-ga,-84.2518184,34.0869864,Match,13,121,11652,1023,13121011652,Georgia, Fulton County,"Atlanta-Sandy Springs-Roswell, GA",4.375,178381.0,93754.0,107388.0,107388.0,1.6610887,0.0,0.0,operational,reported
xai-colossus-2-power-station-southaven-ms,-90.042296,34.984394,Match,28,33,70421,1004,28033070421,Mississippi, DeSoto County,"Memphis, TN-MS-AR",21.064617,52933.0,73163.0,84517.0,84517.0,0.62630004,1.0,0.0,operational,confirmed
aligned-phx-01-02-03-az,-112.1111595,33.6590546,Match,4,13,616500,2002,4013616500,Arizona, Maricopa County,"Phoenix-Mesa-Chandler, AZ",17.481884,87773.0,95980.0,103615.0,103615.0,0.84710705,0.0,0.0,operational,reported
fairfield-energy-center-millersport-fairfield-oh,-82.53861,39.89806,Match,39,45,30100,3008,39045030100,Ohio, Fairfield County,"Columbus, OH",5.4905024,92500.0,92749.0,104588.0,104588.0,0.88442266,0.0,1.0,proposed,reported
amazon-gilroy-ca,-121.541,36.997,Match,6,85,512602,1046,6085512602,California, Santa Clara County,"San Jose-Sunnyvale-Santa Clara, CA",8.9772367,169886.0,113346.0,184762.0,184762.0,0.91948563,0.0,0.0,under_construction,confirmed
cipher-milsing-huntsville-walker-tx,-95.5508,30.7235,Match,48,471,790500,3000,48471790500,Texas, Walker County,,20.508957,60606.0,94599.0,,94599.0,0.64066213,1.0,1.0,proposed,reported
beale-project-atlas-coweta-ok,-95.6483,35.9526,Match,40,145,30604,1005,40145030604,Oklahoma, Wagoner County,"Tulsa, OK",16.411631,71667.0,82385.0,88320.0,88320.0,0.81144702,0.0,0.0,cancelled,reported
digital-realty-somerset-650-randolph-road-nj,-74.5555236,40.5375265,Match,34,35,53501,2030,34035053501,New Jersey, Somerset County,"New York-Newark-Jersey City, NY-NJ",6.5716157,210814.0,127025.0,120744.0,120744.0,1.7459584,0.0,0.0,operational,reported
american-tower-reedy-creek-charlotte-nc,-80.7229,35.2703,Match,37,119,5616,1017,37119005616,North Carolina, Mecklenburg County,"Charlotte-Concord-Gastonia, NC-SC",14.200368,58890.0,90290.0,102246.0,102246.0,0.57596385,1.0,0.0,proposed,reported
avaio-digital-leo-little-rock-ar,-92.296,34.68,Match,5,119,4001,1009,5119004001,Arkansas, Pulaski County,"Little Rock-North Little Rock-Conway, AR",11.165414,71875.0,76968.0,87649.0,87649.0,0.82003218,0.0,0.0,proposed,confirmed
meta-dekalb-data-center-il,-88.792,41.909,Match,17,37,1400,5003,17037001400,Illinois, DeKalb County,"Chicago-Naperville-Elgin, IL-IN",9.403285,106105.0,106018.0,113207.0,113207.0,0.93726534,0.0,1.0,operational,confirmed
hut8-vega-amarillo-tx,-101.834,35.207,Match,48,375,15400,1090,48375015400,Texas, Potter County,"Amarillo, TX",45.655998,62961.0,94599.0,91941.0,91941.0,0.68479788,1.0,0.0,operational,confirmed
fleet-data-centers-storey-county-nv,-119.43,39.53,Match,32,29,970200,1042,32029970200,Nevada, Storey County,"Reno, NV",7.0582547,121477.0,92663.0,104602.0,104602.0,1.1613258,0.0,1.0,under_construction,reported
us-signal-wi01-madison-wi,-89.3870807,43.0732716,Match,55,25,1704,3006,55025001704,Wisconsin, Dane County,"Madison, WI",34.752529,131538.0,100141.0,120280.0,120280.0,1.0935982,1.0,0.0,operational,reported
aws-richmond-county-nc,-79.775,34.9445,Match,37,153,970500,2000,37153970500,North Carolina, Richmond County,,28.151831,52967.0,90290.0,,90290.0,0.58663195,1.0,1.0,under_construction,confirmed
cassville-grant-county-wi,-91.007,42.716,Match,19,43,70500,2004,19043070500,Iowa, Clayton County,,13.699906,69803.0,97491.0,,97491.0,0.7159943,0.0,1.0,cancelled,reported
switch-tahoe-reno-1-the-citadel-campus-nv,-119.4755145,39.5140681,Match,32,29,970200,1145,32029970200,Nevada, Storey County,"Reno, NV",7.0582547,121477.0,92663.0,104602.0,104602.0,1.1613258,0.0,1.0,operational,reported
hut8-salt-creek-culberson-tx,-103.909,31.825,Match,48,389,950600,1036,48389950600,Texas, Reeves County,,20.362423,61250.0,94599.0,,94599.0,0.64746982,1.0,1.0,operational,confirmed
qts-hillsboro-3-or,-122.918438,45.5719248,Match,41,67,32700,3010,41067032700,Oregon, Washington County,"Portland-Vancouver-Hillsboro, OR-WA",4.8726654,157586.0,102281.0,119276.0,119276.0,1.3211879,0.0,0.0,under_construction,reported
terra-hosting-vermillion-rise-newport-in,-87.405,39.885,Match,18,165,20200,1103,18165020200,Indiana, Vermillion County,"Terre Haute, IN",15.830838,69329.0,90767.0,75147.0,75147.0,0.92257839,0.0,1.0,operational,confirmed
stack-por03-or,-122.9379069,45.5541322,Match,41,67,32603,5027,41067032603,Oregon, Washington County,"Portland-Vancouver-Hillsboro, OR-WA",2.2013981,143430.0,102281.0,119276.0,119276.0,1.2025051,0.0,0.0,operational,reported
powerhouse-abx-1-va,-77.4504568,39.0195992,Match,51,107,611006,1014,51107611006,Virginia, Loudoun County,"Washington-Arlington-Alexandria, DC-VA-MD-WV",2.078522,211875.0,115213.0,154653.0,154653.0,1.3700025,0.0,0.0,operational,reported
flexential-salt-lake-city-south-valley-slc09-ut,-111.986047,40.6203519,Match,49,35,980100,1004,49035980100,Utah, Salt Lake County,"Salt Lake City-Murray, UT",,,109675.0,116518.0,116518.0,,0.0,0.0,operational,reported
datayard-dayton-oh,-84.1953733,39.7602255,Match,39,113,1501,3026,39113001501,Ohio, Montgomery County,"Dayton-Kettering-Beavercreek, OH",23.210024,178145.0,92749.0,94596.0,94596.0,1.8832191,0.0,0.0,operational,confirmed
iron-mountain-va-3-va,-77.5451498,38.7755471,Match,51,153,901409,5006,51153901409,Virginia, Prince William County,"Washington-Arlington-Alexandria, DC-VA-MD-WV",3.2232347,143786.0,115213.0,154653.0,154653.0,0.92973304,0.0,0.0,operational,reported
ms-solar-grid-data-new-orleans-east-la,-89.9786145,30.0406363,Match,22,71,1739,2011,22071001739,Louisiana, Orleans Parish,"New Orleans-Metairie, LA",17.281349,86250.0,79407.0,83780.0,83780.0,1.029482,0.0,0.0,cancelled,reported
tract-caldwell-valley-uhland-tx,-97.7889,29.9499,Match,48,55,960104,1077,48055960104,Texas, Caldwell County,"Austin-Round Rock-San Marcos, TX",3.190767,91304.0,94599.0,126591.0,126591.0,0.7212519,0.0,1.0,proposed,confirmed
sabey-decatur-technology-park-marion-county-in,-86.28,39.7,Match,18,97,390802,4000,18097390802,Indiana, Marion County,"Indianapolis-Carmel-Greenwood, IN",13.631234,74524.0,90767.0,102227.0,102227.0,0.72900504,0.0,0.0,permitted,confirmed
aws-cosner-technology-campus-massaponax-va,-77.47623258858057,38.204738259414135,Match,51,177,20207,1001,51177020207,Virginia, Spotsylvania County,"Washington-Arlington-Alexandria, DC-VA-MD-WV",8.5904417,121400.0,115213.0,154653.0,154653.0,0.78498316,0.0,1.0,under_construction,confirmed
cleanspark-lenoir-city-tn,-84.256,35.7973,Match,47,105,60304,2044,47105060304,Tennessee, Loudon County,"Knoxville, TN",11.98036,154911.0,87314.0,92008.0,92008.0,1.6836689,0.0,0.0,operational,confirmed
townsite-solar-2-boulder-city-nv,-114.8337574,35.9787649,Match,32,3,5503,2000,32003005503,Nevada, Clark County,"Las Vegas-Henderson-North Las Vegas, NV",16.013565,105865.0,92663.0,89785.0,89785.0,1.1790946,0.0,1.0,proposed,reported
meta-prometheus-new-albany-oh,-82.836,40.092,Match,39,49,7205,3036,39049007205,Ohio, Franklin County,"Columbus, OH",4.5401821,89286.0,92749.0,104588.0,104588.0,0.85369259,0.0,0.0,under_construction,reported
cleanspark-winfield-tn,-84.4506,36.5619,Match,47,151,975000,3028,47151975000,Tennessee, Scott County,,18.006287,67813.0,87314.0,,87314.0,0.77665669,0.0,1.0,operational,confirmed
qts-eisenhower-augusta-ga,-82.0105,33.4735,Match,13,245,1100,1000,13245001100,Georgia, Richmond County,"Augusta-Richmond County, GA-SC",13.357589,156250.0,93754.0,84944.0,84944.0,1.8394471,0.0,0.0,under_construction,confirmed
netrality-717-south-wells-il,-87.63344,41.8728811,Match,17,31,839000,1005,17031839000,Illinois, Cook County,"Chicago-Naperville-Elgin, IL-IN",15.946844,170407.0,106018.0,113207.0,113207.0,1.5052691,0.0,0.0,operational,reported
panther-creek-hpc-ai-campus-nesquehoning-pa,-75.8283,40.8564,Match,42,25,20301,2014,42025020301,Pennsylvania, Carbon County,"Allentown-Bethlehem-Easton, PA-NJ",12.865873,57045.0,100262.0,103840.0,103840.0,0.54935479,1.0,1.0,under_construction,confirmed
nova-energy-cryptomine-frenchcreek-venango-county-pa,-79.82,41.44,Match,42,121,200600,4004,42121200600,Pennsylvania, Venango County,,9.8827105,74167.0,100262.0,,100262.0,0.73973191,0.0,1.0,operational,reported
equinix-ashburn-va,-77.4875,39.0437,Match,51,107,611005,3000,51107611005,Virginia, Loudoun County,"Washington-Arlington-Alexandria, DC-VA-MD-WV",3.6146824,213000.0,115213.0,154653.0,154653.0,1.3772769,0.0,0.0,operational,confirmed
creekstone-delta-ut,-112.5777,39.3527,Match,49,27,974100,3058,49027974100,Utah, Millard County,,9.0486336,78261.0,109675.0,,109675.0,0.71357191,0.0,1.0,under_construction,reported
aws-2550-beech-road-new-albany-oh,-82.750086,40.094442,Match,39,89,755601,1035,39089755601,Ohio, Licking County,"Columbus, OH",2.3718438,170039.0,92749.0,104588.0,104588.0,1.6257983,0.0,0.0,operational,reported
cloverleaf-troy-mo,-90.9832,38.9784,Match,29,113,810305,5015,29113810305,Missouri, Lincoln County,"St. Louis, MO-IL",18.452303,85906.0,91360.0,105167.0,105167.0,0.81685317,0.0,1.0,proposed,reported
duane-arnold-energy-center-palo-ia,-91.77764,42.10125,Match,19,113,10600,1033,19113010600,Iowa, Linn County,"Cedar Rapids, IA",1.8993206,145139.0,97491.0,100430.0,100430.0,1.4451758,0.0,0.0,under_construction,confirmed
digital-realty-atl11-ga,-84.5797407,33.7465605,Match,13,97,80105,2023,13097080105,Georgia, Douglas County,"Atlanta-Sandy Springs-Roswell, GA",10.400721,144618.0,93754.0,107388.0,107388.0,1.3466868,0.0,0.0,operational,reported
digital-realty-va3-va,-77.3273071,38.9484941,Match,51,59,481900,2009,51059481900,Virginia, Fairfax County,"Washington-Arlington-Alexandria, DC-VA-MD-WV",5.2605209,220173.0,115213.0,154653.0,154653.0,1.4236581,0.0,0.0,operational,reported
microsoft-cheyenne-expansion-wy,-104.79,41.09,Match,56,21,2001,2054,56021002001,Wyoming, Laramie County,"Cheyenne, WY",15.929009,81681.0,96997.0,99600.0,99600.0,0.82009035,0.0,0.0,permitted,reported
aws-scioto-darby-hilliard-oh,-83.12439,40.01895,Match,39,49,7931,1023,39049007931,Ohio, Franklin County,"Columbus, OH",2.0174232,140192.0,92749.0,104588.0,104588.0,1.3404214,0.0,0.0,operational,confirmed
project-delta-walnut-cove-nc,-80.1494,36.282,Match,37,169,70701,2006,37169070701,North Carolina, Stokes County,"Winston-Salem, NC",15.387401,74643.0,90290.0,83438.0,83438.0,0.8945924,0.0,1.0,proposed,reported
truss-energy-carpenter-wy,-104.3627365,41.0461861,Match,56,21,2001,1167,56021002001,Wyoming, Laramie County,"Cheyenne, WY",15.929009,81681.0,96997.0,99600.0,99600.0,0.82009035,0.0,0.0,proposed,reported
natelli-appeal-digital-park-lusby-md,-76.435,38.39,Match,24,9,861100,1067,24009861100,Maryland, Calvert County,"Lexington Park, MD",2.3570135,150096.0,127817.0,147758.0,147758.0,1.0158231,0.0,1.0,proposed,reported
digihost-erie-county-ny,-78.81999,42.919825,Match,36,29,3600,4000,36029003600,New York, Erie County,"Buffalo-Cheektowaga, NY",27.415255,66567.0,106873.0,96701.0,96701.0,0.68837965,1.0,0.0,operational,confirmed
riverhawk-energy-center-ia,-93.201,43.1536,Match,19,33,950402,1016,19033950402,Iowa, Cerro Gordo County,,20.735786,63894.0,97491.0,,97491.0,0.65538359,1.0,1.0,proposed,reported
highwire-evansville-wy,-106.2735,42.8508,Match,56,25,502,1009,56025000502,Wyoming, Natrona County,"Casper, WY",19.267685,68945.0,96997.0,94037.0,94037.0,0.73316884,0.0,0.0,cancelled,reported
switch-las-19-enterprise-nv,-115.2125,36.0571,Match,32,3,2979,1028,32003002979,Nevada, Clark County,"Las Vegas-Henderson-North Las Vegas, NV",4.1470127,104167.0,92663.0,89785.0,89785.0,1.1601827,0.0,0.0,permitted,reported
databank-ord3-mount-prospect-il,-87.9238121,42.0771274,Match,17,31,802702,1000,17031802702,Illinois, Cook County,"Chicago-Naperville-Elgin, IL-IN",10.039784,130104.0,106018.0,113207.0,113207.0,1.1492575,0.0,0.0,operational,confirmed
fleet-peru-ridge-self-generation-storey-county-nv,-119.4922,39.5312,Match,32,29,970200,1145,32029970200,Nevada, Storey County,"Reno, NV",7.0582547,121477.0,92663.0,104602.0,104602.0,1.1613258,0.0,1.0,proposed,reported
blockchain-digital-infrastructure-collin-county-tx,-96.6398,33.1972,Match,48,85,30608,1006,48085030608,Texas, Collin County,"Dallas-Fort Worth-Arlington, TX",6.7604356,88407.0,94599.0,108711.0,108711.0,0.81322956,0.0,0.0,under_construction,reported
riot-platforms-rockdale-tx,-97.0025,30.6549,Match,48,331,950700,1029,48331950700,Texas, Milam County,,8.4982748,102819.0,94599.0,,94599.0,1.0868931,0.0,1.0,operational,confirmed
cologix-sv1-ca,-121.9616726,37.3654018,Match,6,85,505202,2071,6085505202,California, Santa Clara County,"San Jose-Sunnyvale-Santa Clara, CA",19.125883,163550.0,113346.0,184762.0,184762.0,0.88519287,0.0,0.0,operational,reported
solis-arx-progress-park-wythe-va,-80.899,36.958,Match,51,197,50102,2000,51197050102,Virginia, Wythe County,,10.969724,75990.0,115213.0,,115213.0,0.65956098,1.0,1.0,proposed,reported
tecfusions-keystone-connect-upper-burrell-pa,-79.705,40.5817,Match,42,129,801002,2007,42129801002,Pennsylvania, Westmoreland County,"Pittsburgh, PA",11.121495,94450.0,100262.0,102107.0,102107.0,0.92501003,0.0,0.0,proposed,confirmed
iren-woods-county-ok,-98.667,36.8031,Match,40,151,954300,2041,40151954300,Oklahoma, Woods County,,23.410139,70833.0,82385.0,,82385.0,0.85978031,1.0,1.0,proposed,reported
cologix-col3-columbus-oh,-83.0017691,40.1164586,Match,39,49,7048,3023,39049007048,Ohio, Franklin County,"Columbus, OH",11.277815,108958.0,92749.0,104588.0,104588.0,1.041783,0.0,0.0,operational,confirmed
regence-salt-lake-city-ut,-111.8868,40.75962,Match,49,35,114000,2009,49035114000,Utah, Salt Lake County,"Salt Lake City-Murray, UT",11.681244,112355.0,109675.0,116518.0,116518.0,0.96427161,0.0,0.0,operational,reported
centersquare-phx3-az,-111.8590191,33.4212542,Match,4,13,421303,3000,4013421303,Arizona, Maricopa County,"Phoenix-Mesa-Chandler, AZ",8.8706446,92083.0,95980.0,103615.0,103615.0,0.88870335,0.0,0.0,operational,reported
beale-project-pilot-de-soto-ks,-94.967,38.966,Match,20,91,52701,4000,20091052701,Kansas, Johnson County,"Kansas City, MO-KS",4.7627807,122463.0,95810.0,106867.0,106867.0,1.1459384,0.0,0.0,under_construction,confirmed
equinix-mi1-nap-of-the-americas-fl,-80.1930886,25.782359,Match,12,86,3710,2010,12086003710,Florida, Miami-Dade County,"Miami-Fort Lauderdale-West Palm Beach, FL",16.43198,122942.0,89891.0,89212.0,89212.0,1.3780881,0.0,0.0,operational,confirmed
mesh-capital-cabin-field-road-data-center-campbell-va,-78.9909489,37.3407675,Match,51,31,20101,2054,51031020101,Virginia, Campbell County,"Lynchburg, VA",11.162362,81587.0,115213.0,85472.0,85472.0,0.95454651,0.0,1.0,proposed,reported
edged-energy-ankeny-ia,-93.6058,41.7297,Match,19,153,10205,1028,19153010205,Iowa, Polk County,"Des Moines-West Des Moines, IA",6.5378056,140888.0,97491.0,110255.0,110255.0,1.2778378,0.0,0.0,under_construction,confirmed
digico-lax1-monterey-park-ca,-118.115058,34.03951,Match,6,37,482801,2004,6037482801,California, Los Angeles County,"Los Angeles-Long Beach-Anaheim, CA",11.25,96875.0,113346.0,108949.0,108949.0,0.8891775,0.0,0.0,cancelled,confirmed
meta-lebanon-in,-86.45,40.07,Match,18,11,810300,1027,18011810300,Indiana, Boone County,"Indianapolis-Carmel-Greenwood, IN",7.7795219,110423.0,90767.0,102227.0,102227.0,1.0801746,0.0,1.0,under_construction,confirmed
merkle-standard-usk-wa,-117.2848,48.3079,Match,53,51,970200,4041,53051970200,Washington, Pend Oreille County,,19.663742,105731.0,118075.0,,118075.0,0.89545625,0.0,1.0,operational,reported
new-carlisle-chicago-trail-data-center-st-joseph-county-in,-86.5089,41.7003,Match,18,141,10800,3027,18141010800,Indiana, St. Joseph County,"South Bend-Mishawaka, IN-MI",3.5204568,100673.0,90767.0,87126.0,87126.0,1.1554874,0.0,1.0,cancelled,reported
boomtown-lawton-ok,-98.3903,34.6086,Match,40,31,2500,2001,40031002500,Oklahoma, Comanche County,"Lawton, OK",31.913216,51554.0,82385.0,74482.0,74482.0,0.69216722,1.0,0.0,cancelled,rumored
fiberstate-draper-ut,-111.8628,40.52478,Match,49,35,112816,1009,49035112816,Utah, Salt Lake County,"Salt Lake City-Murray, UT",3.6015198,146875.0,109675.0,116518.0,116518.0,1.2605349,0.0,0.0,operational,reported
cloudhq-manassas-mcc-va,-77.4982,38.7196,Match,51,153,901304,2006,51153901304,Virginia, Prince William County,"Washington-Arlington-Alexandria, DC-VA-MD-WV",4.4359951,136458.0,115213.0,154653.0,154653.0,0.88234949,0.0,0.0,under_construction,confirmed
cipher-stingray-andrews-county-tx,-102.5457,32.3187,Match,48,3,950300,3047,48003950300,Texas, Andrews County,,15.377894,97986.0,94599.0,,94599.0,1.0358038,0.0,1.0,under_construction,reported
microsoft-san-antonio-expansion-tx,-98.88,29.35,Match,48,325,101,3063,48325000101,Texas, Medina County,"San Antonio-New Braunfels, TX",8.6132402,91682.0,94599.0,92961.0,92961.0,0.98624152,0.0,1.0,under_construction,reported
coreweave-dalton-ii-old-tilton-road-whitfield-ga,-84.94183002,34.69265485,Match,13,313,1500,4003,13313001500,Georgia, Whitfield County,"Dalton, GA",21.857197,64628.0,93754.0,76435.0,76435.0,0.8455289,1.0,1.0,under_construction,confirmed
